ctg368	32523	clade	Tetrapoda	9	9	5	0.620
ctg369	32523	clade	Tetrapoda	8	8	5	0.820
ctg370	7227	species	Drosophila melanogaster	6	6	3	0.590
ctg371	7227	species	Drosophila melanogaster	7	7	4	0.570
ctg372	33392	cohort	Endopterygota	4	4	3	0.970
ctg373	1	no rank	root	4	4	4	1.000
ctg374	8355	species	Xenopus laevis	3	3	1	0.860
ctg375	32523	clade	Tetrapoda	1	1	1	1.000
ctg376	2759	superkingdom	Eukaryota	12	12	9	0.870
ctg377	33154	clade	Opisthokonta	6	6	6	1.000
ctg3008	32523	clade	Tetrapoda	3	3	2	0.670
ctg3010	1	no rank	root	2	2	2	1.000
ctg3011	7227	species	Drosophila melanogaster	2	2	1	0.500
ctg3013	7227	species	Drosophila melanogaster	6	6	3	0.920
ctg3012	7227	species	Drosophila melanogaster	3	3	3	1.000
ctg3014	32523	clade	Tetrapoda	6	6	4	0.670
ctg3016	7227	species	Drosophila melanogaster	1	1	1	1.000
ctg3015	7227	species	Drosophila melanogaster	1	1	1	1.000
ctg3017	32523	clade	Tetrapoda	3	3	2	0.670
ctg3018	33154	clade	Opisthokonta	7	7	6	0.760
ctg3019	2759	superkingdom	Eukaryota	6	6	5	0.680
ctg3021	33392	cohort	Endopterygota	5	5	4	0.750
ctg3022	559292	strain	Saccharomyces cerevisiae S288C	1	1	1	1.000
ctg3023	33392	cohort	Endopterygota	1	1	1	1.000
ctg3026	7227	species	Drosophila melanogaster	2	2	1	0.500
ctg3029	33213	clade	Bilateria	9	9	5	0.710
ctg3030	33213	clade	Bilateria	3	3	2	0.990
ctg3031	32523	clade	Tetrapoda	8	7	2	0.600
ctg3033	8355	species	Xenopus laevis	1	1	1	1.000
ctg3032	33213	clade	Bilateria	3	3	2	0.970
ctg3034	7227	species	Drosophila melanogaster	6	6	3	0.590
ctg3035	33392	cohort	Endopterygota	4	4	2	0.500
ctg3036	32523	clade	Tetrapoda	1	1	1	1.000
ctg3037	33213	clade	Bilateria	5	5	4	0.990
ctg3038	32523	clade	Tetrapoda	9	9	4	0.650
ctg3039	32523	clade	Tetrapoda	3	3	2	0.670
ctg3040	7227	species	Drosophila melanogaster	1	1	1	1.000
ctg3041	314146	superorder	Euarchontoglires	2	2	1	0.980
ctg3042	33213	clade	Bilateria	8	8	6	0.670
ctg3043	7227	species	Drosophila melanogaster	1	1	1	1.000
ctg3044	32523	clade	Tetrapoda	1	1	1	1.000
ctg3045	1	no rank	root	1	1	1	1.000
ctg3046	1	no rank	root	4	4	4	1.000
ctg3048	33392	cohort	Endopterygota	3	3	2	0.670
ctg3047	33213	clade	Bilateria	5	5	3	0.510
ctg3049	33213	clade	Bilateria	4	4	2	0.930
ctg3050	1	no rank	root	1	1	1	1.000
ctg3051	33213	clade	Bilateria	4	4	2	0.970
ctg3052	7227	species	Drosophila melanogaster	4	4	1	0.820
ctg3053	33213	clade	Bilateria	7	7	6	0.860
ctg3055	8355	species	Xenopus laevis	2	2	1	0.970
ctg3058	7226	species	Drosophila mauritiana	2	2	1	0.660
ctg3059	2759	superkingdom	Eukaryota	6	6	4	0.610
ctg3060	32523	clade	Tetrapoda	5	5	2	0.630
ctg3061	2759	superkingdom	Eukaryota	4	3	3	1.000
ctg3062	7227	species	Drosophila melanogaster	4	4	2	0.500
ctg3063	33213	clade	Bilateria	5	5	3	0.510
ctg3064	7227	species	Drosophila melanogaster	2	2	1	0.500
ctg3065	7227	species	Drosophila melanogaster	1	1	1	1.000
ctg3067	33213	clade	Bilateria	5	4	2	0.660
ctg3066	7227	species	Drosophila melanogaster	3	3	2	0.670
ctg3070	7227	species	Drosophila melanogaster	1	1	1	1.000
ctg3069	2759	superkingdom	Eukaryota	12	12	11	0.880
ctg3071	33392	cohort	Endopterygota	4	4	3	0.750
ctg3072	33213	clade	Bilateria	9	9	9	1.000
ctg3073	32523	clade	Tetrapoda	9	9	5	0.560
ctg3074	7227	species	Drosophila melanogaster	4	4	2	0.500
ctg3075	1	no rank	root	2	2	2	1.000
ctg3076	7227	species	Drosophila melanogaster	1	1	1	1.000
ctg3077	7227	species	Drosophila melanogaster	7	7	4	0.500
ctg3078	7227	species	Drosophila melanogaster	5	5	3	0.740
ctg3080	7227	species	Drosophila melanogaster	2	2	1	0.500
ctg3081	33213	clade	Bilateria	3	3	2	0.520
ctg3082	7227	species	Drosophila melanogaster	6	6	3	0.650
ctg3083	12059	genus	Enterovirus	1	1	1	1.000
ctg3084	33213	clade	Bilateria	11	11	5	0.590
ctg3085	32523	clade	Tetrapoda	2	2	2	1.000
ctg3086	32523	clade	Tetrapoda	1	1	1	1.000
ctg3087	33154	clade	Opisthokonta	5	5	4	0.980
ctg3088	32523	clade	Tetrapoda	3	3	2	0.670
ctg3089	32523	clade	Tetrapoda	3	3	2	0.670
ctg3090	314146	superorder	Euarchontoglires	2	2	1	0.500
ctg3091	33154	clade	Opisthokonta	5	5	3	0.540
ctg3092	33213	clade	Bilateria	5	5	3	0.950
ctg3093	7227	species	Drosophila melanogaster	2	2	1	0.930
ctg3096	7227	species	Drosophila melanogaster	2	2	1	0.500
ctg3097	32523	clade	Tetrapoda	2	2	1	0.970
ctg3095	33213	clade	Bilateria	6	6	4	0.800
ctg3098	4751	kingdom	Fungi	7	7	4	0.510
ctg3099	559292	strain	Saccharomyces cerevisiae S288C	3	3	1	0.900
ctg3100	7227	species	Drosophila melanogaster	3	3	2	0.510
ctg3103	7227	species	Drosophila melanogaster	2	2	1	0.910
ctg3104	8355	species	Xenopus laevis	3	3	1	0.920
ctg3102	7227	species	Drosophila melanogaster	3	3	2	0.670
ctg3105	33392	cohort	Endopterygota	4	4	3	0.530
ctg3106	1	no rank	root	1	1	1	1.000
ctg3107	7227	species	Drosophila melanogaster	2	2	1	0.500
ctg3108	33392	cohort	Endopterygota	1	1	1	1.000
ctg3109	7227	species	Drosophila melanogaster	2	2	1	0.500
ctg3110	7227	species	Drosophila melanogaster	6	6	3	0.500
ctg3111	32523	clade	Tetrapoda	10	10	3	0.580
ctg3112	2759	superkingdom	Eukaryota	2	2	2	1.000
ctg3113	7227	species	Drosophila melanogaster	2	2	2	1.000
ctg3114	32523	clade	Tetrapoda	5	4	3	0.750
ctg3115	1	no rank	root	4	4	4	1.000
ctg3116	33213	clade	Bilateria	4	4	2	0.500
ctg3117	1	no rank	root	1	1	1	1.000
ctg3118	32523	clade	Tetrapoda	1	1	1	1.000
ctg3119	33392	cohort	Endopterygota	1	1	1	1.000
ctg3120	2759	superkingdom	Eukaryota	6	6	5	0.990
ctg3121	314146	superorder	Euarchontoglires	2	2	1	0.500
ctg3122	33213	clade	Bilateria	6	6	3	0.650
ctg3124	0	no rank	unclassified	1	0	0	0.000
ctg3123	32523	clade	Tetrapoda	5	5	3	0.750
ctg3125	4890	phylum	Ascomycota	6	6	4	0.920
ctg3126	32523	clade	Tetrapoda	3	3	2	0.670
ctg3127	7227	species	Drosophila melanogaster	1	1	1	1.000
ctg3129	314146	superorder	Euarchontoglires	6	6	1	0.800
ctg3131	33213	clade	Bilateria	5	5	2	0.630
ctg3132	8355	species	Xenopus laevis	4	4	2	0.500
ctg3134	33392	cohort	Endopterygota	1	1	1	1.000
ctg3135	2759	superkingdom	Eukaryota	3	3	3	1.000
ctg3136	7227	species	Drosophila melanogaster	2	2	1	0.500
ctg3137	7227	species	Drosophila melanogaster	1	1	1	1.000
ctg3138	32523	clade	Tetrapoda	3	3	2	0.670
ctg3139	32523	clade	Tetrapoda	1	1	1	1.000
ctg3140	7227	species	Drosophila melanogaster	3	3	2	0.670
ctg3141	8355	species	Xenopus laevis	2	2	1	0.500
ctg3142	33392	cohort	Endopterygota	5	5	3	0.670
ctg3143	8355	species	Xenopus laevis	2	2	1	0.500
ctg3144	33213	clade	Bilateria	7	7	4	0.570
ctg3145	33392	cohort	Endopterygota	1	1	1	1.000
ctg3146	33154	clade	Opisthokonta	4	4	2	0.970
ctg3147	8355	species	Xenopus laevis	2	2	1	0.500
ctg3148	7227	species	Drosophila melanogaster	2	2	2	1.000
ctg3150	1	no rank	root	1	1	1	1.000
ctg3151	7227	species	Drosophila melanogaster	2	2	2	1.000
ctg3149	7227	species	Drosophila melanogaster	2	2	1	0.500
ctg3152	33213	clade	Bilateria	7	7	5	0.740
ctg3153	33154	clade	Opisthokonta	6	5	5	1.000
ctg3154	33213	clade	Bilateria	6	6	4	0.600
ctg3155	7227	species	Drosophila melanogaster	4	4	2	0.500
ctg3156	7227	species	Drosophila melanogaster	2	2	2	1.000
ctg3157	8355	species	Xenopus laevis	1	1	1	1.000
ctg3158	33154	clade	Opisthokonta	1	1	1	1.000
ctg3159	7227	species	Drosophila melanogaster	2	2	1	0.500
ctg3160	33154	clade	Opisthokonta	4	4	2	0.510
ctg3161	32523	clade	Tetrapoda	1	1	1	1.000
ctg3162	7227	species	Drosophila melanogaster	1	1	1	1.000
ctg3163	1	no rank	root	4	3	3	1.000
ctg3167	33392	cohort	Endopterygota	2	2	1	0.500
ctg3166	33213	clade	Bilateria	6	6	4	0.680
ctg3168	7227	species	Drosophila melanogaster	10	10	6	0.670
ctg3170	8355	species	Xenopus laevis	6	6	1	0.780
ctg3171	7227	species	Drosophila melanogaster	1	1	1	1.000
ctg3172	7227	species	Drosophila melanogaster	3	3	2	0.980
ctg3165	33213	clade	Bilateria	7	7	4	0.570
ctg3173	7227	species	Drosophila melanogaster	5	5	3	0.600
ctg3174	33154	clade	Opisthokonta	4	3	2	0.980
ctg3175	7227	species	Drosophila melanogaster	4	3	2	0.670
ctg3176	32523	clade	Tetrapoda	5	5	2	0.640
ctg3178	7227	species	Drosophila melanogaster	8	8	5	0.580
ctg3180	1	no rank	root	1	1	1	1.000
ctg3183	2759	superkingdom	Eukaryota	1	1	1	1.000
ctg3182	32523	clade	Tetrapoda	3	3	1	0.900
ctg3184	7227	species	Drosophila melanogaster	4	4	3	0.540
ctg3185	4751	kingdom	Fungi	3	3	2	0.960
ctg3187	7227	species	Drosophila melanogaster	2	2	1	0.500
ctg3186	1	no rank	root	3	3	3	1.000
ctg3188	7227	species	Drosophila melanogaster	5	5	5	1.000
ctg3189	7227	species	Drosophila melanogaster	7	7	3	0.590
ctg3190	32523	clade	Tetrapoda	5	5	2	0.920
ctg3191	314146	superorder	Euarchontoglires	1	1	1	1.000
ctg3193	2759	superkingdom	Eukaryota	9	9	9	1.000
ctg3194	7227	species	Drosophila melanogaster	2	2	2	1.000
ctg3192	1	no rank	root	2	2	2	1.000
ctg3195	1	no rank	root	3	3	3	1.000
ctg3196	2759	superkingdom	Eukaryota	7	7	5	0.610
ctg3197	559292	strain	Saccharomyces cerevisiae S288C	2	1	1	1.000
ctg3198	4890	phylum	Ascomycota	4	4	2	0.500
ctg3199	8355	species	Xenopus laevis	2	2	1	0.500
ctg3200	7227	species	Drosophila melanogaster	4	4	2	0.500
ctg3202	2759	superkingdom	Eukaryota	2	2	1	0.500
ctg3203	33213	clade	Bilateria	3	3	2	0.950
ctg3204	33213	clade	Bilateria	5	4	3	0.670
ctg3205	7227	species	Drosophila melanogaster	1	1	1	1.000
ctg3206	33213	clade	Bilateria	4	4	3	0.670
ctg3207	8355	species	Xenopus laevis	2	2	1	0.500
ctg3208	8355	species	Xenopus laevis	1	1	1	1.000
ctg3209	32523	clade	Tetrapoda	3	3	3	1.000
ctg3210	33392	cohort	Endopterygota	2	2	1	0.500
ctg3211	7227	species	Drosophila melanogaster	2	2	1	0.910
ctg3212	32523	clade	Tetrapoda	4	3	3	1.000
ctg3213	33392	cohort	Endopterygota	1	1	1	1.000
ctg3215	7227	species	Drosophila melanogaster	5	5	3	0.510
ctg3216	2759	superkingdom	Eukaryota	4	4	4	1.000
ctg3217	7227	species	Drosophila melanogaster	3	3	2	0.670
ctg3218	32523	clade	Tetrapoda	5	5	2	0.630
ctg3219	33213	clade	Bilateria	6	5	3	0.740
ctg3220	7227	species	Drosophila melanogaster	1	1	1	1.000
ctg3222	8355	species	Xenopus laevis	2	2	1	0.950
ctg3223	32523	clade	Tetrapoda	3	3	3	1.000
ctg3224	32523	clade	Tetrapoda	2	2	2	1.000
ctg3225	284812	strain	Schizosaccharomyces pombe 972h-	7	6	2	0.630
ctg3226	33213	clade	Bilateria	10	10	5	0.610
ctg3227	33392	cohort	Endopterygota	3	2	2	1.000
ctg3228	33213	clade	Bilateria	10	10	5	0.560
ctg3230	7227	species	Drosophila melanogaster	2	2	2	1.000
ctg3231	242507	strain	Pyricularia oryzae 70-15	1	1	1	1.000
ctg3232	33213	clade	Bilateria	5	5	3	0.600
ctg3233	33392	cohort	Endopterygota	8	8	4	0.570
ctg3234	32523	clade	Tetrapoda	4	4	2	0.660
ctg3235	33392	cohort	Endopterygota	4	4	2	0.500
ctg3236	32523	clade	Tetrapoda	3	3	1	0.890
ctg3237	33213	clade	Bilateria	4	4	2	0.500
ctg3238	7227	species	Drosophila melanogaster	2	2	2	1.000
ctg3239	8355	species	Xenopus laevis	2	2	1	0.500
ctg3240	314146	superorder	Euarchontoglires	2	2	1	0.500
ctg3241	33213	clade	Bilateria	7	6	4	0.600
ctg3242	33213	clade	Bilateria	3	3	2	0.520
ctg3243	7227	species	Drosophila melanogaster	3	3	1	0.880
ctg3245	8355	species	Xenopus laevis	2	2	1	0.970
ctg3246	33154	clade	Opisthokonta	4	4	2	0.500
ctg3247	7227	species	Drosophila melanogaster	1	1	1	1.000
ctg3248	1	no rank	root	3	3	3	1.000
ctg3249	33213	clade	Bilateria	4	4	3	0.970
ctg3251	33392	cohort	Endopterygota	3	3	2	0.670
ctg3250	7227	species	Drosophila melanogaster	2	2	1	0.910
ctg3252	7227	species	Drosophila melanogaster	2	2	1	0.940
ctg3253	1	no rank	root	2	2	2	1.000
ctg3254	32523	clade	Tetrapoda	1	1	1	1.000
