split32_split0_ctg9	Q3K5P1	711
split32_split0_ctg9	Q3K5P2	790
split32_split0_ctg9	A6UYW3	550
split32_split0_ctg9	A6UYW4	417
split32_split0_ctg9	Q5LLW7	1119
split32_split0_ctg9	Q5LLW7	1155
split32_split0_ctg9	Q5LLW7	1119
split32_split0_ctg9	Q7VSH3	785
split32_split0_ctg9	Q9I5W9	102
split32_split0_ctg9	Q9XD78	1593
split32_split0_ctg9	C3K338	692
split32_split0_ctg9	C3K337	366
split32_split0_ctg9	P0A118	1341
split32_split0_ctg9	Q9I310	886
split32_split0_ctg9	P55176	575
split32_split0_ctg9	P55174	60
split32_split0_ctg9	P55174	44
split32_split0_ctg9	P55174	346
split32_split0_ctg9	P55174	112
split32_split0_ctg9	P55174	134
split32_split0_ctg9	P55174	247
split32_split0_ctg9	P55174	282
split32_split0_ctg9	C3K347	55
split32_split0_ctg9	C3K348	645
split32_split0_ctg9	Q88QV6	537
split32_split0_ctg9	C3K350	192
split32_split0_ctg9	Q4K4U8	824
split32_split0_ctg9	Q8ZKU8	674
split32_split0_ctg9	Q9I633	595
split32_split0_ctg9	O05137	1474
split32_split0_ctg9	P06971	1443
split34_split0_ctg9	Q88QT3	705
split34_split0_ctg9	Q88QT2	454
split34_split0_ctg9	Q1AS06	706
split34_split0_ctg9	Q3K5T5	1948
split34_split0_ctg9	Q4K4X7	810
split34_split0_ctg9	Q88QT5	666
split34_split0_ctg9	Q4K4X5	548
split34_split0_ctg9	C3K328	258
split34_split0_ctg9	C3K329	604
split34_split0_ctg9	C3K330	227
split34_split0_ctg9	P0ACY5	1313
split34_split0_ctg9	C3K332	845
split34_split0_ctg9	P29013	253
split34_split0_ctg9	P29013	786
split34_split0_ctg9	C3K334	819
split35_split0_ctg9	A4IP64	717
split35_split0_ctg9	P0AG10	444
split35_split0_ctg9	Q4K4Z4	549
split35_split0_ctg9	P20579	989
split35_split0_ctg9	P00901	408
split35_split0_ctg9	C3K308	683
split35_split0_ctg9	C3K307	532
split35_split0_ctg9	C3K2Z7	694
split35_split0_ctg9	C3K2Z6	239
split35_split0_ctg9	Q3K5W9	796
split35_split0_ctg9	P0AFT0	704
split35_split0_ctg9	Q3K5W7	739
split35_split0_ctg9	O26018	284
split35_split0_ctg9	P62958	237
split35_split0_ctg9	C3K303	433
split35_split0_ctg9	P55222	434
split35_split0_ctg9	O33407	1306
split37_split0_ctg9	C3K2Z1	499
split39_split0_ctg9	Q9HWC3	222
split39_split0_ctg9	Q9HWC4	361
split39_split0_ctg9	C3K2Y6	443
split39_split0_ctg9	C3K2Y5	306
split39_split0_ctg9	C3K2Y4	211
split39_split0_ctg9	C3K2Y3	2712
split39_split0_ctg9	C3K2Y2	2782
split39_split0_ctg9	Q48D31	98
split41_split0_ctg9	C3K2Y0	299
split41_split0_ctg9	C3K2X9	42
split41_split0_ctg9	C3K2X9	1381
split41_split0_ctg9	Q3K5X4	809
split41_split0_ctg9	Q4K532	203
split41_split0_ctg9	C3K2X6	422
split41_split0_ctg9	C3K2X5	391
split41_split0_ctg9	Q4K535	193
split41_split0_ctg9	C3K2X3	551
split41_split0_ctg9	Q4ZMP8	189
split41_split0_ctg9	Q1IFW1	204
split41_split0_ctg9	Q4ZMQ0	458
split41_split0_ctg9	C3K2W9	267
split41_split0_ctg9	Q1IFV8	120
split41_split0_ctg9	C3K2W7	179
split41_split0_ctg9	A5VXQ7	245
split41_split0_ctg9	Q3K5Z9	207
split41_split0_ctg9	Q4K545	355
split41_split0_ctg9	Q4ZMQ7	200
split41_split0_ctg9	C3K2W2	248
split41_split0_ctg9	C3K2W1	348
split41_split0_ctg9	Q4K549	219
split41_split0_ctg9	Q4K551	123
split41_split0_ctg9	Q9HWF5	863
split41_split0_ctg9	Q4K554	235
split41_split0_ctg9	Q48D59	261
split41_split0_ctg9	C3K2V2	413
split41_split0_ctg9	Q27710	1017
split41_split0_ctg9	P77930	316
split41_split0_ctg9	P77726	862
split41_split0_ctg9	Q889U1	372
split41_split0_ctg9	Q8VZC0	299
split41_split0_ctg9	Q889R0	303
split41_split0_ctg9	P25539	734
split41_split0_ctg9	P51961	427
split41_split0_ctg9	Q9HWX4	721
split41_split0_ctg9	A5VXW0	301
split41_split0_ctg9	C3K2R8	334
split41_split0_ctg9	P0AGG1	661
split41_split0_ctg9	C3K2R5	419
split41_split0_ctg9	P33222	810
split41_split0_ctg9	Q57168	928
split41_split0_ctg9	Q60296	826
split41_split0_ctg9	P45423	674
split41_split0_ctg9	O05052	2092
split41_split0_ctg9	P0ABP7	400
split41_split0_ctg9	A7FJD3	469
split41_split0_ctg9	Q889M7	372
split41_split0_ctg9	Q06553	472
split41_split0_ctg9	P21367	420
split41_split0_ctg9	C3K2Q9	152
split41_split0_ctg9	P22939	548
split41_split0_ctg9	C3K2R1	1267
split41_split0_ctg9	Q6LLU3	1198
split41_split0_ctg9	P77395	546
split41_split0_ctg9	P30015	2936
split41_split0_ctg9	Q88QK7	1919
split41_split0_ctg9	P35649	1157
split42_split0_ctg9	P28614	1290
split42_split0_ctg9	P37773	939
split42_split0_ctg9	Q9HX08	415
split42_split0_ctg9	C3K2M9	821
split42_split0_ctg9	Q4K5G0	443
split42_split0_ctg9	Q02SH2	225
split42_split0_ctg9	C3K2M6	329
