scaffold_15312	0.00
scaffold_16546	0.00
scaffold_16612	0.00
scaffold_16866	0.00
scaffold_16920	0.00
scaffold_17006	0.00
scaffold_17697	0.00
scaffold_17783	0.00
scaffold_17865	0.00
scaffold_17976	0.00
scaffold_17991	0.00
scaffold_18281	0.00
scaffold_18318	0.00
scaffold_18431	0.00
scaffold_18465	0.00
scaffold_18481	0.00
scaffold_18499	0.00
scaffold_18526	0.00
scaffold_18600	0.00
scaffold_18604	0.00
scaffold_18738	0.00
scaffold_18960	0.00
scaffold_18973	0.00
scaffold_19028	0.00
scaffold_19086	0.00
scaffold_19220	0.00
scaffold_19376	0.00
scaffold_19548	0.00
scaffold_19570	0.00
scaffold_19591	0.00
scaffold_19615	0.00
scaffold_19641	0.00
scaffold_19673	0.00
scaffold_19696	0.00
scaffold_19699	0.00
scaffold_19700	0.00
scaffold_19709	0.00
scaffold_19725	0.00
scaffold_19727	0.00
scaffold_19734	0.00
scaffold_19737	0.00
scaffold_19741	0.00
scaffold_19745	0.00
scaffold_19747	0.00
scaffold_19754	0.00
scaffold_19755	0.00
scaffold_15058	0.27
scaffold_17819	0.37
scaffold_17630	0.41
scaffold_16494	0.42
scaffold_16211	0.43
scaffold_16209	0.44
scaffold_9940	0.45
scaffold_18262	0.47
scaffold_17573	0.50
scaffold_16332	0.52
scaffold_18588	0.55
scaffold_17241	0.62
scaffold_19005	0.62
scaffold_17825	0.63
scaffold_16019	0.64
scaffold_16158	0.64
scaffold_10642	0.65
scaffold_18981	0.65
scaffold_17231	0.68
scaffold_17240	0.68
scaffold_18041	0.70
scaffold_15865	0.72
scaffold_19660	0.74
scaffold_19209	0.78
scaffold_19231	0.78
scaffold_16674	0.79
scaffold_19723	0.80
scaffold_16086	0.86
scaffold_19142	0.86
scaffold_16166	0.87
scaffold_19560	0.87
scaffold_16259	0.88
scaffold_17956	0.89
scaffold_19370	0.90
scaffold_19714	0.90
scaffold_16677	0.91
scaffold_17996	0.91
scaffold_16467	0.93
scaffold_16814	0.93
scaffold_16708	0.95
scaffold_19698	0.95
scaffold_15481	0.98
scaffold_18071	0.98
scaffold_19667	0.98
scaffold_19712	1.00
scaffold_17810	1.01
scaffold_18510	1.01
scaffold_18612	1.01
scaffold_14564	1.03
scaffold_19682	1.03
scaffold_15654	1.05
scaffold_17162	1.06
scaffold_13304	1.07
scaffold_17910	1.07
scaffold_14736	1.11
scaffold_18002	1.11
scaffold_18147	1.11
scaffold_19738	1.11
scaffold_15082	1.13
scaffold_13418	1.14
scaffold_16418	1.14
scaffold_14403	1.15
scaffold_17625	1.15
scaffold_19274	1.15
scaffold_14708	1.16
scaffold_19023	1.16
scaffold_18098	1.18
scaffold_18494	1.18
scaffold_18131	1.19
scaffold_13810	1.20
scaffold_15207	1.20
scaffold_19573	1.24
scaffold_15999	1.27
scaffold_19724	1.27
scaffold_16133	1.28
scaffold_18765	1.28
scaffold_18967	1.28
scaffold_17157	1.29
scaffold_16207	1.30
scaffold_18017	1.30
scaffold_17966	1.33
scaffold_18826	1.33
scaffold_15964	1.34
scaffold_13563	1.35
scaffold_15948	1.37
scaffold_19275	1.37
scaffold_18792	1.40
scaffold_18207	1.41
scaffold_18095	1.43
scaffold_14716	1.44
scaffold_19278	1.44
scaffold_17206	1.49
scaffold_12806	1.50
scaffold_15743	1.50
scaffold_16287	1.50
scaffold_6644	1.51
scaffold_14166	1.54
scaffold_16754	1.55
scaffold_19059	1.56
scaffold_12928	1.57
scaffold_12486	1.58
scaffold_17841	1.58
scaffold_17847	1.59
scaffold_17412	1.60
scaffold_19034	1.60
scaffold_11707	1.61
scaffold_17438	1.63
scaffold_19020	1.63
scaffold_18593	1.66
scaffold_12958	1.69
scaffold_16626	1.69
scaffold_17081	1.69
scaffold_18133	1.69
scaffold_15706	1.70
scaffold_17166	1.70
scaffold_17869	1.70
scaffold_18819	1.72
scaffold_19041	1.76
scaffold_16846	1.78
scaffold_18141	1.81
scaffold_19030	1.81
scaffold_12016	1.84
scaffold_12639	1.84
scaffold_19134	1.84
scaffold_17931	1.86
scaffold_13873	1.88
scaffold_16710	1.88
scaffold_18356	1.88
scaffold_17357	1.89
scaffold_16347	1.92
scaffold_19316	1.92
scaffold_19519	1.92
scaffold_15533	1.93
scaffold_17800	1.94
scaffold_19740	1.94
scaffold_14851	1.95
scaffold_18013	1.96
scaffold_16289	1.97
scaffold_19289	1.97
scaffold_12197	1.98
scaffold_19256	1.99
scaffold_13788	2.00
scaffold_15466	2.00
scaffold_19691	2.01
scaffold_11758	2.02
scaffold_14325	2.04
scaffold_17375	2.04
scaffold_19124	2.04
scaffold_19711	2.04
scaffold_17940	2.05
scaffold_16806	2.06
scaffold_19372	2.07
scaffold_17314	2.08
scaffold_16469	2.09
scaffold_9348	2.09
scaffold_16345	2.12
scaffold_17552	2.12
scaffold_15540	2.13
scaffold_19221	2.14
scaffold_10679	2.15
scaffold_19056	2.16
scaffold_15399	2.18
scaffold_18097	2.18
scaffold_18194	2.19
scaffold_14677	2.20
scaffold_15057	2.21
scaffold_16959	2.21
scaffold_18078	2.21
scaffold_18137	2.22
scaffold_19185	2.22
scaffold_19526	2.23
scaffold_17547	2.25
scaffold_19670	2.25
scaffold_17941	2.26
scaffold_17952	2.26
scaffold_15584	2.27
scaffold_16598	2.27
scaffold_17593	2.27
