scaffold_16612	NZ_NWUO01000021.1	85.570	4650	622	32	911	5532	39447	34819	0.0	5261
scaffold_16612	NZ_NWUO01000021.1	86.957	161	16	4	2716	2873	39435	39277	4.53e-41	183
scaffold_16612	NZ_NWUO01000021.1	82.386	176	29	2	2713	2886	17021	16846	2.86e-37	171
scaffold_16612	NZ_NWUO01000021.1	87.500	128	15	1	923	1050	37644	37518	6.30e-33	156
scaffold_16612	NZ_NWUO01000021.1	81.395	129	24	0	922	1050	17019	16891	1.07e-23	125
scaffold_16612	NZ_PIQI01000025.1	84.423	4667	658	41	905	5532	145569	150205	0.0	5017
scaffold_16612	NZ_PIQI01000025.1	91.538	910	62	10	10106	11003	195917	196823	0.0	1263
scaffold_16612	NZ_PIQI01000025.1	78.186	1279	257	10	5529	6789	184314	185588	0.0	1024
scaffold_16612	NZ_PIQI01000025.1	88.144	388	41	4	6875	7259	187906	188291	4.22e-130	480
scaffold_16612	NZ_PIQI01000025.1	86.207	174	21	2	2703	2874	145574	145746	5.89e-46	200
scaffold_16612	NZ_PIQI01000025.1	82.386	176	29	2	2713	2886	167170	167345	2.86e-37	171
scaffold_16612	NZ_PIQI01000025.1	85.938	128	17	1	923	1050	147380	147506	3.26e-30	147
scaffold_16612	NZ_PIQI01000025.1	81.395	129	24	0	922	1050	167172	167300	1.07e-23	125
scaffold_16612	NZ_VEKN01000027.1	83.369	4251	628	49	6792	11003	26929	22719	0.0	4330
scaffold_16612	NZ_VEKN01000027.1	78.639	1264	250	8	5529	6777	30435	29177	0.0	1045
scaffold_16612	NC_014304.1	79.050	4759	914	53	306	5022	84952	80235	0.0	3924
scaffold_16612	NC_014304.1	77.152	1278	271	6	5529	6789	46476	45203	0.0	981
scaffold_16612	NC_014304.1	83.778	900	132	9	10116	11003	41316	40419	0.0	938
scaffold_16612	NC_014304.1	75.476	420	87	9	6791	7201	42968	42556	1.38e-66	268
scaffold_16612	NC_014304.1	84.659	176	25	2	2713	2886	62868	62693	1.07e-42	189
scaffold_16612	NC_014304.1	87.179	156	17	3	2721	2874	84331	84177	1.58e-40	181
scaffold_16612	NC_014304.1	83.721	129	21	0	922	1050	62866	62738	1.69e-27	139
scaffold_16612	NZ_PJZH01000037.1	85.447	2838	379	22	925	3751	23953	21139	0.0	3188
scaffold_16612	NZ_PJZH01000037.1	85.054	1492	182	15	4078	5532	21128	19641	0.0	1655
scaffold_16612	NZ_PJZH01000037.1	83.523	176	27	2	2713	2886	1913	1738	5.52e-40	180
scaffold_16612	NZ_PJZH01000037.1	84.713	157	20	3	2721	2874	23950	23795	1.22e-35	166
scaffold_16612	NZ_PJZH01000037.1	86.719	128	16	1	923	1050	22165	22039	2.68e-31	151
